drug_a_name,drug_b_name,cell,drug1_db,drug2_db,synergy
MEGESTROL ACETATE,ARSENIC TRIOXIDE,NCIH23,DB00351,DB01169,-0.75
MEGESTROL ACETATE,ARSENIC TRIOXIDE,KM12,DB00351,DB01169,10.73
MEGESTROL ACETATE,ARSENIC TRIOXIDE,K562,DB00351,DB01169,4.23
MEGESTROL ACETATE,ARSENIC TRIOXIDE,MALME3M,DB00351,DB01169,8.24
MEGESTROL ACETATE,ARSENIC TRIOXIDE,LOXIMVI,DB00351,DB01169,2.2
MEGESTROL ACETATE,ARSENIC TRIOXIDE,RPMI8226,DB00351,DB01169,15.77
MEGESTROL ACETATE,ARSENIC TRIOXIDE,OVCAR8,DB00351,DB01169,-5.58
MEGESTROL ACETATE,ARSENIC TRIOXIDE,SF295,DB00351,DB01169,2.12
MEGESTROL ACETATE,ARSENIC TRIOXIDE,NCIH226,DB00351,DB01169,0.58
MEGESTROL ACETATE,ARSENIC TRIOXIDE,OVCAR4,DB00351,DB01169,-1.38
MEGESTROL ACETATE,ARSENIC TRIOXIDE,NCIH460,DB00351,DB01169,1.63
MEGESTROL ACETATE,ARSENIC TRIOXIDE,COLO205,DB00351,DB01169,0.26
MEGESTROL ACETATE,ARSENIC TRIOXIDE,DU145,DB00351,DB01169,6.77
MEGESTROL ACETATE,ARSENIC TRIOXIDE,A498,DB00351,DB01169,0.45
MEGESTROL ACETATE,ARSENIC TRIOXIDE,786O,DB00351,DB01169,-2.27
MEGESTROL ACETATE,ARSENIC TRIOXIDE,ACHN,DB00351,DB01169,0.76
MEGESTROL ACETATE,ARSENIC TRIOXIDE,A549,DB00351,DB01169,-1.64
MEGESTROL ACETATE,ARSENIC TRIOXIDE,IGROV1,DB00351,DB01169,13.84
MEGESTROL ACETATE,ARSENIC TRIOXIDE,HT29,DB00351,DB01169,8.37
MEGESTROL ACETATE,ARSENIC TRIOXIDE,HCT15,DB00351,DB01169,9.05
MEGESTROL ACETATE,ARSENIC TRIOXIDE,HCT116,DB00351,DB01169,3.12
LOMUSTINE,ARSENIC TRIOXIDE,PC3,DB01206,DB01169,-4.36
LOMUSTINE,ARSENIC TRIOXIDE,SKMEL5,DB01206,DB01169,-4.03
LOMUSTINE,ARSENIC TRIOXIDE,SKMEL2,DB01206,DB01169,-5.64
LOMUSTINE,ARSENIC TRIOXIDE,SKMEL28,DB01206,DB01169,1.38
LOMUSTINE,ARSENIC TRIOXIDE,SNB19,DB01206,DB01169,-10.02
LOMUSTINE,ARSENIC TRIOXIDE,SKOV3,DB01206,DB01169,-0.04
LOMUSTINE,ARSENIC TRIOXIDE,UACC257,DB01206,DB01169,1.31
LOMUSTINE,ARSENIC TRIOXIDE,U251MG,DB01206,DB01169,-8.23
LOMUSTINE,ARSENIC TRIOXIDE,SW620,DB01206,DB01169,-6.93
LOMUSTINE,ARSENIC TRIOXIDE,BT549,DB01206,DB01169,-3.76
LOMUSTINE,ARSENIC TRIOXIDE,T47D,DB01206,DB01169,-3.2
LOMUSTINE,ARSENIC TRIOXIDE,UACC62,DB01206,DB01169,-7.84
LOMUSTINE,ARSENIC TRIOXIDE,NCIH522,DB01206,DB01169,-5.26
LOMUSTINE,ARSENIC TRIOXIDE,MALME3M,DB01206,DB01169,1.22
LOMUSTINE,ARSENIC TRIOXIDE,LOXIMVI,DB01206,DB01169,-8.06
LOMUSTINE,ARSENIC TRIOXIDE,KM12,DB01206,DB01169,-2.21
LOMUSTINE,ARSENIC TRIOXIDE,K562,DB01206,DB01169,-9.21
LOMUSTINE,ARSENIC TRIOXIDE,NCIH23,DB01206,DB01169,-7.29
LOMUSTINE,ARSENIC TRIOXIDE,MOLT4,DB01206,DB01169,-15.7
LOMUSTINE,ARSENIC TRIOXIDE,MCF7,DB01206,DB01169,-2.24
LOMUSTINE,ARSENIC TRIOXIDE,OVCAR4,DB01206,DB01169,-2.55
LOMUSTINE,ARSENIC TRIOXIDE,NCIH460,DB01206,DB01169,-2.64
LOMUSTINE,ARSENIC TRIOXIDE,NCIH226,DB01206,DB01169,-5.96
LOMUSTINE,ARSENIC TRIOXIDE,SF295,DB01206,DB01169,-9.15
LOMUSTINE,ARSENIC TRIOXIDE,RPMI8226,DB01206,DB01169,-9.07
LOMUSTINE,ARSENIC TRIOXIDE,OVCAR8,DB01206,DB01169,-10.17
LOMUSTINE,ARSENIC TRIOXIDE,ACHN,DB01206,DB01169,-4.17
LOMUSTINE,ARSENIC TRIOXIDE,A549,DB01206,DB01169,-4.98
LOMUSTINE,ARSENIC TRIOXIDE,A498,DB01206,DB01169,-2.56
LOMUSTINE,ARSENIC TRIOXIDE,786O,DB01206,DB01169,-11.75
LOMUSTINE,ARSENIC TRIOXIDE,DU145,DB01206,DB01169,1.47
LOMUSTINE,ARSENIC TRIOXIDE,COLO205,DB01206,DB01169,-8.25
LOMUSTINE,ARSENIC TRIOXIDE,HCT116,DB01206,DB01169,-9.85
LOMUSTINE,ARSENIC TRIOXIDE,HCT15,DB01206,DB01169,-2.78
LOMUSTINE,ARSENIC TRIOXIDE,IGROV1,DB01206,DB01169,3.12
LOMUSTINE,ARSENIC TRIOXIDE,HT29,DB01206,DB01169,4.25
DACARBAZINE,ARSENIC TRIOXIDE,SW620,DB00851,DB01169,6.62
DACARBAZINE,ARSENIC TRIOXIDE,U251MG,DB00851,DB01169,-3.14
DACARBAZINE,ARSENIC TRIOXIDE,UACC257,DB00851,DB01169,5.67
DACARBAZINE,ARSENIC TRIOXIDE,SKOV3,DB00851,DB01169,1.69
DACARBAZINE,ARSENIC TRIOXIDE,SNB19,DB00851,DB01169,0.46
DACARBAZINE,ARSENIC TRIOXIDE,NCIH522,DB00851,DB01169,-1.18
DACARBAZINE,ARSENIC TRIOXIDE,UACC62,DB00851,DB01169,0.76
DACARBAZINE,ARSENIC TRIOXIDE,T47D,DB00851,DB01169,0.71
DACARBAZINE,ARSENIC TRIOXIDE,BT549,DB00851,DB01169,1.51
DACARBAZINE,ARSENIC TRIOXIDE,SKMEL2,DB00851,DB01169,2.33
DACARBAZINE,ARSENIC TRIOXIDE,SKMEL5,DB00851,DB01169,-3.51
DACARBAZINE,ARSENIC TRIOXIDE,PC3,DB00851,DB01169,0.38
DACARBAZINE,ARSENIC TRIOXIDE,SKMEL28,DB00851,DB01169,3.16
DACARBAZINE,ARSENIC TRIOXIDE,COLO205,DB00851,DB01169,-1.75
DACARBAZINE,ARSENIC TRIOXIDE,DU145,DB00851,DB01169,3.5
DACARBAZINE,ARSENIC TRIOXIDE,786O,DB00851,DB01169,-3.68
DACARBAZINE,ARSENIC TRIOXIDE,A498,DB00851,DB01169,1.8
DACARBAZINE,ARSENIC TRIOXIDE,A549,DB00851,DB01169,2.39
DACARBAZINE,ARSENIC TRIOXIDE,ACHN,DB00851,DB01169,-1.73
DACARBAZINE,ARSENIC TRIOXIDE,HT29,DB00851,DB01169,11.4
DACARBAZINE,ARSENIC TRIOXIDE,IGROV1,DB00851,DB01169,6.84
DACARBAZINE,ARSENIC TRIOXIDE,HCT15,DB00851,DB01169,2.57
DACARBAZINE,ARSENIC TRIOXIDE,HCT116,DB00851,DB01169,1.01
DACARBAZINE,ARSENIC TRIOXIDE,MCF7,DB00851,DB01169,3.05
DACARBAZINE,ARSENIC TRIOXIDE,MOLT4,DB00851,DB01169,-1.11
DACARBAZINE,ARSENIC TRIOXIDE,NCIH23,DB00851,DB01169,-0.83
DACARBAZINE,ARSENIC TRIOXIDE,K562,DB00851,DB01169,-4.12
DACARBAZINE,ARSENIC TRIOXIDE,KM12,DB00851,DB01169,7.14
DACARBAZINE,ARSENIC TRIOXIDE,LOXIMVI,DB00851,DB01169,-1.3
DACARBAZINE,ARSENIC TRIOXIDE,MALME3M,DB00851,DB01169,7.01
DACARBAZINE,ARSENIC TRIOXIDE,OVCAR8,DB00851,DB01169,-2.6
DACARBAZINE,ARSENIC TRIOXIDE,RPMI8226,DB00851,DB01169,10.16
DACARBAZINE,ARSENIC TRIOXIDE,SF295,DB00851,DB01169,-1.25
DACARBAZINE,ARSENIC TRIOXIDE,NCIH226,DB00851,DB01169,1.51
DACARBAZINE,ARSENIC TRIOXIDE,NCIH460,DB00851,DB01169,-0.53
DACARBAZINE,ARSENIC TRIOXIDE,OVCAR4,DB00851,DB01169,-0.99
GEFITINIB,PEMETREXED,HS578T,DB00317,DB00642,-0.45
GEFITINIB,PEMETREXED,SKMEL28,DB00317,DB00642,-5.21
GEFITINIB,PEMETREXED,SKMEL5,DB00317,DB00642,-2.51
GEFITINIB,PEMETREXED,PC3,DB00317,DB00642,1.94
GEFITINIB,PEMETREXED,SKMEL2,DB00317,DB00642,-7.37
GEFITINIB,PEMETREXED,T47D,DB00317,DB00642,-4.72
GEFITINIB,PEMETREXED,BT549,DB00317,DB00642,-2.89
GEFITINIB,PEMETREXED,NCIH522,DB00317,DB00642,-6.3
GEFITINIB,PEMETREXED,UACC62,DB00317,DB00642,-6.54
GEFITINIB,PEMETREXED,SKOV3,DB00317,DB00642,-6.88
GEFITINIB,PEMETREXED,SNB19,DB00317,DB00642,-6.42
GEFITINIB,PEMETREXED,SW620,DB00317,DB00642,4.65
GEFITINIB,PEMETREXED,U251MG,DB00317,DB00642,-3.02
GEFITINIB,PEMETREXED,UACC257,DB00317,DB00642,-3.51
GEFITINIB,PEMETREXED,NCIH226,DB00317,DB00642,-5.77
GEFITINIB,PEMETREXED,NCIH460,DB00317,DB00642,0.77
GEFITINIB,PEMETREXED,OVCAR4,DB00317,DB00642,-10.24
GEFITINIB,PEMETREXED,OVCAR8,DB00317,DB00642,-5.39
GEFITINIB,PEMETREXED,RPMI8226,DB00317,DB00642,-11.17
GEFITINIB,PEMETREXED,SF295,DB00317,DB00642,2.69
GEFITINIB,PEMETREXED,K562,DB00317,DB00642,9.34
GEFITINIB,PEMETREXED,KM12,DB00317,DB00642,-5.35
GEFITINIB,PEMETREXED,LOXIMVI,DB00317,DB00642,4.94
GEFITINIB,PEMETREXED,MALME3M,DB00317,DB00642,-6.84
GEFITINIB,PEMETREXED,MCF7,DB00317,DB00642,-1.94
GEFITINIB,PEMETREXED,NCIH23,DB00317,DB00642,-5.47
GEFITINIB,PEMETREXED,HCT15,DB00317,DB00642,-3.61
GEFITINIB,PEMETREXED,HCT116,DB00317,DB00642,0.23
GEFITINIB,PEMETREXED,HT29,DB00317,DB00642,-4.47
GEFITINIB,PEMETREXED,IGROV1,DB00317,DB00642,7.31
GEFITINIB,PEMETREXED,786O,DB00317,DB00642,-7.97
GEFITINIB,PEMETREXED,A498,DB00317,DB00642,-5.17
GEFITINIB,PEMETREXED,A549,DB00317,DB00642,-7.6
GEFITINIB,PEMETREXED,ACHN,DB00317,DB00642,-6.39
GEFITINIB,PEMETREXED,COLO205,DB00317,DB00642,-0.85
GEFITINIB,PEMETREXED,DU145,DB00317,DB00642,-15.93
5-FU,ARSENIC TRIOXIDE,SKMEL28,DB00544,DB01169,6.33
5-FU,ARSENIC TRIOXIDE,PC3,DB00544,DB01169,5.93
5-FU,ARSENIC TRIOXIDE,SKMEL5,DB00544,DB01169,-4.81
5-FU,ARSENIC TRIOXIDE,SKMEL2,DB00544,DB01169,-3.5
5-FU,ARSENIC TRIOXIDE,BT549,DB00544,DB01169,-4.79
5-FU,ARSENIC TRIOXIDE,T47D,DB00544,DB01169,-6.82
5-FU,ARSENIC TRIOXIDE,UACC62,DB00544,DB01169,-2.2
5-FU,ARSENIC TRIOXIDE,NCIH522,DB00544,DB01169,-9.38
5-FU,ARSENIC TRIOXIDE,SNB19,DB00544,DB01169,2.73
5-FU,ARSENIC TRIOXIDE,SKOV3,DB00544,DB01169,7.13
5-FU,ARSENIC TRIOXIDE,UACC257,DB00544,DB01169,0.04
5-FU,ARSENIC TRIOXIDE,U251MG,DB00544,DB01169,-15.75
5-FU,ARSENIC TRIOXIDE,SW620,DB00544,DB01169,3.57
5-FU,ARSENIC TRIOXIDE,OVCAR4,DB00544,DB01169,-0.5
5-FU,ARSENIC TRIOXIDE,NCIH460,DB00544,DB01169,-3.48
5-FU,ARSENIC TRIOXIDE,NCIH226,DB00544,DB01169,7.16
5-FU,ARSENIC TRIOXIDE,SF295,DB00544,DB01169,-0.27
5-FU,ARSENIC TRIOXIDE,RPMI8226,DB00544,DB01169,-8.19
5-FU,ARSENIC TRIOXIDE,OVCAR8,DB00544,DB01169,-5.61
5-FU,ARSENIC TRIOXIDE,MALME3M,DB00544,DB01169,8.26
5-FU,ARSENIC TRIOXIDE,KM12,DB00544,DB01169,-24.16
5-FU,ARSENIC TRIOXIDE,K562,DB00544,DB01169,-9.1
5-FU,ARSENIC TRIOXIDE,NCIH23,DB00544,DB01169,-11.44
5-FU,ARSENIC TRIOXIDE,MOLT4,DB00544,DB01169,9.08
5-FU,ARSENIC TRIOXIDE,MCF7,DB00544,DB01169,11.66
5-FU,ARSENIC TRIOXIDE,HCT116,DB00544,DB01169,1.11
5-FU,ARSENIC TRIOXIDE,HCT15,DB00544,DB01169,1.13
5-FU,ARSENIC TRIOXIDE,IGROV1,DB00544,DB01169,15.07
5-FU,ARSENIC TRIOXIDE,HT29,DB00544,DB01169,2.25
5-FU,ARSENIC TRIOXIDE,ACHN,DB00544,DB01169,7.35
5-FU,ARSENIC TRIOXIDE,A549,DB00544,DB01169,3.47
5-FU,ARSENIC TRIOXIDE,A498,DB00544,DB01169,-3.61
5-FU,ARSENIC TRIOXIDE,786O,DB00544,DB01169,-6.07
5-FU,ARSENIC TRIOXIDE,DU145,DB00544,DB01169,1.11
5-FU,ARSENIC TRIOXIDE,COLO205,DB00544,DB01169,-4.37
DACARBAZINE,DASATINIB,RPMI8226,DB00851,DB01254,1.29
CABAZITAXEL,PEMETREXED,SKOV3,DB06772,DB00642,-8.99
CABAZITAXEL,PEMETREXED,SNB19,DB06772,DB00642,0.26
CABAZITAXEL,PEMETREXED,SW620,DB06772,DB00642,-6.46
CABAZITAXEL,PEMETREXED,UACC257,DB06772,DB00642,-3.56
CABAZITAXEL,PEMETREXED,U251MG,DB06772,DB00642,-11.65
CABAZITAXEL,PEMETREXED,T47D,DB06772,DB00642,1.97
CABAZITAXEL,PEMETREXED,BT549,DB06772,DB00642,4.85
CABAZITAXEL,PEMETREXED,UACC62,DB06772,DB00642,-3.24
CABAZITAXEL,PEMETREXED,NCIH522,DB06772,DB00642,12.48
CABAZITAXEL,PEMETREXED,SKMEL5,DB06772,DB00642,-7.17
CABAZITAXEL,PEMETREXED,PC3,DB06772,DB00642,-3.82
CABAZITAXEL,PEMETREXED,SKMEL2,DB06772,DB00642,5.82
CABAZITAXEL,PEMETREXED,HS578T,DB06772,DB00642,10.33
CABAZITAXEL,PEMETREXED,SKMEL28,DB06772,DB00642,2.67
CABAZITAXEL,PEMETREXED,A498,DB06772,DB00642,-3.79
CABAZITAXEL,PEMETREXED,786O,DB06772,DB00642,-1.58
CABAZITAXEL,PEMETREXED,ACHN,DB06772,DB00642,-8.85
CABAZITAXEL,PEMETREXED,A549,DB06772,DB00642,-1.43
CABAZITAXEL,PEMETREXED,COLO205,DB06772,DB00642,-6.06
CABAZITAXEL,PEMETREXED,DU145,DB06772,DB00642,6.73
CABAZITAXEL,PEMETREXED,HCT15,DB06772,DB00642,7.86
CABAZITAXEL,PEMETREXED,HCT116,DB06772,DB00642,-1.06
CABAZITAXEL,PEMETREXED,IGROV1,DB06772,DB00642,-4.66
CABAZITAXEL,PEMETREXED,HT29,DB06772,DB00642,9.49
CABAZITAXEL,PEMETREXED,KM12,DB06772,DB00642,8.26
CABAZITAXEL,PEMETREXED,K562,DB06772,DB00642,-4.83
CABAZITAXEL,PEMETREXED,MALME3M,DB06772,DB00642,-7.08
CABAZITAXEL,PEMETREXED,LOXIMVI,DB06772,DB00642,-5.13
CABAZITAXEL,PEMETREXED,MOLT4,DB06772,DB00642,12.8
CABAZITAXEL,PEMETREXED,MCF7,DB06772,DB00642,-9.84
CABAZITAXEL,PEMETREXED,NCIH23,DB06772,DB00642,-5.15
CABAZITAXEL,PEMETREXED,NCIH226,DB06772,DB00642,-15.82
CABAZITAXEL,PEMETREXED,OVCAR4,DB06772,DB00642,-17.54
CABAZITAXEL,PEMETREXED,NCIH460,DB06772,DB00642,8.99
CABAZITAXEL,PEMETREXED,RPMI8226,DB06772,DB00642,5.78
CABAZITAXEL,PEMETREXED,OVCAR8,DB06772,DB00642,-0.02
CABAZITAXEL,PEMETREXED,SF295,DB06772,DB00642,-15.63
VANDETANIB,PEMETREXED,DU145,DB05294,DB00642,-5.61
VANDETANIB,PEMETREXED,COLO205,DB05294,DB00642,4.81
VANDETANIB,PEMETREXED,ACHN,DB05294,DB00642,-9.12
VANDETANIB,PEMETREXED,A549,DB05294,DB00642,1.31
VANDETANIB,PEMETREXED,A498,DB05294,DB00642,-3.17
VANDETANIB,PEMETREXED,786O,DB05294,DB00642,-3.15
VANDETANIB,PEMETREXED,IGROV1,DB05294,DB00642,-1.71
VANDETANIB,PEMETREXED,HT29,DB05294,DB00642,-0.65
VANDETANIB,PEMETREXED,HCT116,DB05294,DB00642,1.38
VANDETANIB,PEMETREXED,HCT15,DB05294,DB00642,2.59
VANDETANIB,PEMETREXED,NCIH23,DB05294,DB00642,-2.36
VANDETANIB,PEMETREXED,MOLT4,DB05294,DB00642,0.56
VANDETANIB,PEMETREXED,MCF7,DB05294,DB00642,-0.26
VANDETANIB,PEMETREXED,MALME3M,DB05294,DB00642,-2.83
VANDETANIB,PEMETREXED,LOXIMVI,DB05294,DB00642,1.2
VANDETANIB,PEMETREXED,KM12,DB05294,DB00642,15.02
VANDETANIB,PEMETREXED,K562,DB05294,DB00642,1.17
VANDETANIB,PEMETREXED,SF295,DB05294,DB00642,-10.05
VANDETANIB,PEMETREXED,RPMI8226,DB05294,DB00642,5.92
VANDETANIB,PEMETREXED,OVCAR8,DB05294,DB00642,2.78
VANDETANIB,PEMETREXED,OVCAR4,DB05294,DB00642,-9.92
VANDETANIB,PEMETREXED,NCIH460,DB05294,DB00642,-2.55
VANDETANIB,PEMETREXED,NCIH226,DB05294,DB00642,-3.17
VANDETANIB,PEMETREXED,UACC257,DB05294,DB00642,-2.84
VANDETANIB,PEMETREXED,U251MG,DB05294,DB00642,-1.15
VANDETANIB,PEMETREXED,SW620,DB05294,DB00642,4.83
VANDETANIB,PEMETREXED,SNB19,DB05294,DB00642,2.89
VANDETANIB,PEMETREXED,SKOV3,DB05294,DB00642,-9.66
VANDETANIB,PEMETREXED,UACC62,DB05294,DB00642,-5.84
VANDETANIB,PEMETREXED,NCIH522,DB05294,DB00642,-4.89
VANDETANIB,PEMETREXED,BT549,DB05294,DB00642,10.59
VANDETANIB,PEMETREXED,T47D,DB05294,DB00642,-3.18
VANDETANIB,PEMETREXED,SKMEL2,DB05294,DB00642,-1.62
VANDETANIB,PEMETREXED,PC3,DB05294,DB00642,-3.12
VANDETANIB,PEMETREXED,SKMEL5,DB05294,DB00642,0.61
VANDETANIB,PEMETREXED,SKMEL28,DB05294,DB00642,-2.47
VANDETANIB,PEMETREXED,HS578T,DB05294,DB00642,0.63
CRIZOTINIB,PEMETREXED,SKMEL28,DB08865,DB00642,8.16
CRIZOTINIB,PEMETREXED,HS578T,DB08865,DB00642,0.12
CRIZOTINIB,PEMETREXED,SKMEL2,DB08865,DB00642,-0.67
CRIZOTINIB,PEMETREXED,PC3,DB08865,DB00642,-2.89
CRIZOTINIB,PEMETREXED,SKMEL5,DB08865,DB00642,1.45
CRIZOTINIB,PEMETREXED,NCIH522,DB08865,DB00642,2.83
CRIZOTINIB,PEMETREXED,UACC62,DB08865,DB00642,-5.53
CRIZOTINIB,PEMETREXED,BT549,DB08865,DB00642,14.82
CRIZOTINIB,PEMETREXED,T47D,DB08865,DB00642,-0.63
CRIZOTINIB,PEMETREXED,U251MG,DB08865,DB00642,-1.23
CRIZOTINIB,PEMETREXED,UACC257,DB08865,DB00642,-1.51
CRIZOTINIB,PEMETREXED,SW620,DB08865,DB00642,4.25
CRIZOTINIB,PEMETREXED,SNB19,DB08865,DB00642,4.16
CRIZOTINIB,PEMETREXED,SKOV3,DB08865,DB00642,-4.31
CRIZOTINIB,PEMETREXED,SF295,DB08865,DB00642,-5.39
CRIZOTINIB,PEMETREXED,OVCAR8,DB08865,DB00642,-0.79
CRIZOTINIB,PEMETREXED,RPMI8226,DB08865,DB00642,6.37
CRIZOTINIB,PEMETREXED,NCIH460,DB08865,DB00642,-1.25
CRIZOTINIB,PEMETREXED,OVCAR4,DB08865,DB00642,-11.73
CRIZOTINIB,PEMETREXED,NCIH226,DB08865,DB00642,-1.56
CRIZOTINIB,PEMETREXED,NCIH23,DB08865,DB00642,-1.74
CRIZOTINIB,PEMETREXED,MCF7,DB08865,DB00642,-1.04
CRIZOTINIB,PEMETREXED,MOLT4,DB08865,DB00642,2.63
CRIZOTINIB,PEMETREXED,LOXIMVI,DB08865,DB00642,0.41
CRIZOTINIB,PEMETREXED,MALME3M,DB08865,DB00642,-3.39
CRIZOTINIB,PEMETREXED,K562,DB08865,DB00642,0.45
CRIZOTINIB,PEMETREXED,KM12,DB08865,DB00642,9.64
CRIZOTINIB,PEMETREXED,HT29,DB08865,DB00642,-0.31
CRIZOTINIB,PEMETREXED,IGROV1,DB08865,DB00642,-6.77
CRIZOTINIB,PEMETREXED,HCT116,DB08865,DB00642,-0.25
CRIZOTINIB,PEMETREXED,HCT15,DB08865,DB00642,1.58
CRIZOTINIB,PEMETREXED,DU145,DB08865,DB00642,-0.75
CRIZOTINIB,PEMETREXED,COLO205,DB08865,DB00642,-2.79
CRIZOTINIB,PEMETREXED,A549,DB08865,DB00642,-0.18
CRIZOTINIB,PEMETREXED,ACHN,DB08865,DB00642,-4.96
CRIZOTINIB,PEMETREXED,786O,DB08865,DB00642,-0.82
CRIZOTINIB,PEMETREXED,A498,DB08865,DB00642,-5.25
VISMODEGIB,PEMETREXED,BT549,DB08828,DB00642,12.24
VISMODEGIB,PEMETREXED,T47D,DB08828,DB00642,-0.45
VISMODEGIB,PEMETREXED,UACC62,DB08828,DB00642,0.57
VISMODEGIB,PEMETREXED,SNB19,DB08828,DB00642,7.56
VISMODEGIB,PEMETREXED,SKOV3,DB08828,DB00642,-1.89
VISMODEGIB,PEMETREXED,UACC257,DB08828,DB00642,-2.48
VISMODEGIB,PEMETREXED,U251MG,DB08828,DB00642,-2.34
VISMODEGIB,PEMETREXED,SW620,DB08828,DB00642,9.55
VISMODEGIB,PEMETREXED,SKMEL28,DB08828,DB00642,11.08
VISMODEGIB,PEMETREXED,HS578T,DB08828,DB00642,3.06
VISMODEGIB,PEMETREXED,PC3,DB08828,DB00642,-0.97
VISMODEGIB,PEMETREXED,SKMEL5,DB08828,DB00642,0.18
VISMODEGIB,PEMETREXED,SKMEL2,DB08828,DB00642,-1.63
VISMODEGIB,PEMETREXED,HCT116,DB08828,DB00642,3.3
VISMODEGIB,PEMETREXED,HCT15,DB08828,DB00642,-1.11
VISMODEGIB,PEMETREXED,IGROV1,DB08828,DB00642,-5.25
VISMODEGIB,PEMETREXED,HT29,DB08828,DB00642,1.45
VISMODEGIB,PEMETREXED,ACHN,DB08828,DB00642,2.72
VISMODEGIB,PEMETREXED,A549,DB08828,DB00642,2.63
VISMODEGIB,PEMETREXED,A498,DB08828,DB00642,-0.29
VISMODEGIB,PEMETREXED,786O,DB08828,DB00642,-2.2
VISMODEGIB,PEMETREXED,DU145,DB08828,DB00642,3.72
VISMODEGIB,PEMETREXED,COLO205,DB08828,DB00642,3.14
VISMODEGIB,PEMETREXED,OVCAR4,DB08828,DB00642,-11.9
VISMODEGIB,PEMETREXED,NCIH460,DB08828,DB00642,-0.56
VISMODEGIB,PEMETREXED,NCIH226,DB08828,DB00642,-2.46
VISMODEGIB,PEMETREXED,SF295,DB08828,DB00642,-9.02
VISMODEGIB,PEMETREXED,RPMI8226,DB08828,DB00642,6.84
VISMODEGIB,PEMETREXED,OVCAR8,DB08828,DB00642,0.71
VISMODEGIB,PEMETREXED,MALME3M,DB08828,DB00642,-4.66
VISMODEGIB,PEMETREXED,LOXIMVI,DB08828,DB00642,-1.43
VISMODEGIB,PEMETREXED,KM12,DB08828,DB00642,5.89
VISMODEGIB,PEMETREXED,K562,DB08828,DB00642,0.22
VISMODEGIB,PEMETREXED,NCIH23,DB08828,DB00642,-1.19
VISMODEGIB,PEMETREXED,MOLT4,DB08828,DB00642,-0.33
VISMODEGIB,PEMETREXED,MCF7,DB08828,DB00642,-0.14
RUXOLITINIB,PEMETREXED,SKMEL2,DB08877,DB00642,0.23
RUXOLITINIB,PEMETREXED,SKMEL5,DB08877,DB00642,11.04
RUXOLITINIB,PEMETREXED,PC3,DB08877,DB00642,-1.53
RUXOLITINIB,PEMETREXED,HS578T,DB08877,DB00642,-2.92
RUXOLITINIB,PEMETREXED,SKMEL28,DB08877,DB00642,-2.01
RUXOLITINIB,PEMETREXED,SW620,DB08877,DB00642,3.64
RUXOLITINIB,PEMETREXED,U251MG,DB08877,DB00642,-1.63
RUXOLITINIB,PEMETREXED,UACC257,DB08877,DB00642,-0.82
RUXOLITINIB,PEMETREXED,SKOV3,DB08877,DB00642,-3.72
RUXOLITINIB,PEMETREXED,SNB19,DB08877,DB00642,6.89
RUXOLITINIB,PEMETREXED,NCIH522,DB08877,DB00642,-2.76
RUXOLITINIB,PEMETREXED,UACC62,DB08877,DB00642,-0.3
RUXOLITINIB,PEMETREXED,T47D,DB08877,DB00642,2.38
RUXOLITINIB,PEMETREXED,BT549,DB08877,DB00642,7.35
RUXOLITINIB,PEMETREXED,MCF7,DB08877,DB00642,-1.91
RUXOLITINIB,PEMETREXED,MOLT4,DB08877,DB00642,1.49
RUXOLITINIB,PEMETREXED,NCIH23,DB08877,DB00642,-3.38
RUXOLITINIB,PEMETREXED,K562,DB08877,DB00642,2.42
RUXOLITINIB,PEMETREXED,KM12,DB08877,DB00642,8.28
RUXOLITINIB,PEMETREXED,LOXIMVI,DB08877,DB00642,0.99
RUXOLITINIB,PEMETREXED,MALME3M,DB08877,DB00642,1.27
RUXOLITINIB,PEMETREXED,OVCAR8,DB08877,DB00642,0.72
RUXOLITINIB,PEMETREXED,RPMI8226,DB08877,DB00642,5.73
RUXOLITINIB,PEMETREXED,SF295,DB08877,DB00642,-2.84
RUXOLITINIB,PEMETREXED,NCIH226,DB08877,DB00642,-4.59
RUXOLITINIB,PEMETREXED,NCIH460,DB08877,DB00642,-1.06
RUXOLITINIB,PEMETREXED,OVCAR4,DB08877,DB00642,-9.83
RUXOLITINIB,PEMETREXED,COLO205,DB08877,DB00642,6.27
RUXOLITINIB,PEMETREXED,DU145,DB08877,DB00642,-5.72
RUXOLITINIB,PEMETREXED,786O,DB08877,DB00642,-0.87
RUXOLITINIB,PEMETREXED,A498,DB08877,DB00642,-7.95
RUXOLITINIB,PEMETREXED,A549,DB08877,DB00642,-4.34
RUXOLITINIB,PEMETREXED,ACHN,DB08877,DB00642,-8.46
RUXOLITINIB,PEMETREXED,HT29,DB08877,DB00642,-0.11
RUXOLITINIB,PEMETREXED,IGROV1,DB08877,DB00642,-8.3
RUXOLITINIB,PEMETREXED,HCT15,DB08877,DB00642,-3.16
RUXOLITINIB,PEMETREXED,HCT116,DB08877,DB00642,0.73
DAUNORUBICIN,DASATINIB,RPMI8226,DB00694,DB01254,-1.9
PAZOPANIB,PEMETREXED,SNB19,DB06589,DB00642,4.12
PAZOPANIB,PEMETREXED,SKOV3,DB06589,DB00642,-1.83
PAZOPANIB,PEMETREXED,UACC257,DB06589,DB00642,-2.23
PAZOPANIB,PEMETREXED,U251MG,DB06589,DB00642,-2.33
PAZOPANIB,PEMETREXED,SW620,DB06589,DB00642,12.53
PAZOPANIB,PEMETREXED,BT549,DB06589,DB00642,-1.53
